lane,type,d,v,delta_crash,P_lC,P_nlC
1,3,17,15,1.13,0.57,0.43
1,3,17,16,1.06,0.59,0.41
1,3,17,17,1,0.61,0.39
1,3,17,18,0.94,0.62,0.38
1,3,17,19,0.89,0.64,0.36
1,3,17,20,0.85,0.65,0.35
1,3,17,21,0.81,0.67,0.33
1,3,17,22,0.77,0.68,0.32
1,3,17,23,0.74,0.69,0.31
1,3,17,24,0.71,0.7,0.3
1,3,17,25,0.68,0.71,0.29
1,3,17,26,0.65,0.72,0.28
1,3,17,27,0.63,0.73,0.27
1,3,17,28,0.61,0.74,0.26
1,3,17,29,0.59,0.75,0.25
1,3,17,30,0.57,0.75,0.25
1,3,17,31,0.55,0.76,0.24
1,3,17,32,0.53,0.77,0.23
1,3,17,33,0.52,0.77,0.23
1,3,17,34,0.5,0.78,0.22
1,3,18,15,1.2,0.55,0.45
1,3,18,16,1.13,0.57,0.43
1,3,18,17,1.06,0.59,0.41
1,3,18,18,1,0.61,0.39
1,3,18,19,0.95,0.62,0.38
1,3,18,20,0.9,0.64,0.36
1,3,18,21,0.86,0.65,0.35
1,3,18,22,0.82,0.66,0.34
1,3,18,23,0.78,0.68,0.32
1,3,18,24,0.75,0.69,0.31
1,3,18,25,0.72,0.7,0.3
1,3,18,26,0.69,0.71,0.29
1,3,18,27,0.67,0.72,0.28
1,3,18,28,0.64,0.73,0.27
1,3,18,29,0.62,0.73,0.27
1,3,18,30,0.6,0.74,0.26
1,3,18,31,0.58,0.75,0.25
1,3,18,32,0.56,0.76,0.24
1,3,18,33,0.55,0.76,0.24
1,3,18,34,0.53,0.77,0.23
1,3,19,15,1.27,0.53,0.47
1,3,19,16,1.19,0.55,0.45
1,3,19,17,1.12,0.57,0.43
1,3,19,18,1.06,0.59,0.41
1,3,19,19,1,0.61,0.39
1,3,19,20,0.95,0.62,0.38
1,3,19,21,0.9,0.64,0.36
1,3,19,22,0.86,0.65,0.35
1,3,19,23,0.83,0.66,0.34
1,3,19,24,0.79,0.67,0.33
1,3,19,25,0.76,0.68,0.32
1,3,19,26,0.73,0.69,0.31
1,3,19,27,0.7,0.7,0.3
1,3,19,28,0.68,0.71,0.29
1,3,19,29,0.66,0.72,0.28
1,3,19,30,0.63,0.73,0.27
1,3,19,31,0.61,0.74,0.26
1,3,19,32,0.59,0.74,0.26
1,3,19,33,0.58,0.75,0.25
1,3,19,34,0.56,0.76,0.24
1,3,20,15,1.33,0.51,0.49
1,3,20,16,1.25,0.54,0.46
1,3,20,17,1.18,0.56,0.44
1,3,20,18,1.11,0.57,0.43
1,3,20,19,1.05,0.59,0.41
1,3,20,20,1,0.61,0.39
1,3,20,21,0.95,0.62,0.38
1,3,20,22,0.91,0.64,0.36
1,3,20,23,0.87,0.65,0.35
1,3,20,24,0.83,0.66,0.34
1,3,20,25,0.8,0.67,0.33
1,3,20,26,0.77,0.68,0.32
1,3,20,27,0.74,0.69,0.31
1,3,20,28,0.71,0.7,0.3
1,3,20,29,0.69,0.71,0.29
1,3,20,30,0.67,0.72,0.28
1,3,20,31,0.65,0.72,0.28
1,3,20,32,0.63,0.73,0.27
1,3,20,33,0.61,0.74,0.26
1,3,20,34,0.59,0.75,0.25
1,3,21,15,1.4,0.5,0.5
1,3,21,16,1.31,0.52,0.48
1,3,21,17,1.24,0.54,0.46
1,3,21,18,1.17,0.56,0.44
1,3,21,19,1.11,0.58,0.42
1,3,21,20,1.05,0.59,0.41
1,3,21,21,1,0.61,0.39
1,3,21,22,0.95,0.62,0.38
1,3,21,23,0.91,0.63,0.37
1,3,21,24,0.88,0.65,0.35
1,3,21,25,0.84,0.66,0.34
1,3,21,26,0.81,0.67,0.33
1,3,21,27,0.78,0.68,0.32
1,3,21,28,0.75,0.69,0.31
1,3,21,29,0.72,0.7,0.3
1,3,21,30,0.7,0.71,0.29
1,3,21,31,0.68,0.71,0.29
1,3,21,32,0.66,0.72,0.28
1,3,21,33,0.64,0.73,0.27
1,3,21,34,0.62,0.73,0.27
1,3,22,15,1.47,0.48,0.52
1,3,22,16,1.38,0.5,0.5
1,3,22,17,1.29,0.52,0.48
1,3,22,18,1.22,0.54,0.46
1,3,22,19,1.16,0.56,0.44
1,3,22,20,1.1,0.58,0.42
1,3,22,21,1.05,0.59,0.41
1,3,22,22,1,0.61,0.39
1,3,22,23,0.96,0.62,0.38
1,3,22,24,0.92,0.63,0.37
1,3,22,25,0.88,0.64,0.36
1,3,22,26,0.85,0.66,0.34
1,3,22,27,0.81,0.67,0.33
1,3,22,28,0.79,0.68,0.32
1,3,22,29,0.76,0.68,0.32
1,3,22,30,0.73,0.69,0.31
1,3,22,31,0.71,0.7,0.3
1,3,22,32,0.69,0.71,0.29
1,3,22,33,0.67,0.72,0.28
1,3,22,34,0.65,0.72,0.28
1,3,23,15,1.53,0.47,0.53
1,3,23,16,1.44,0.49,0.51
1,3,23,17,1.35,0.51,0.49
1,3,23,18,1.28,0.53,0.47
1,3,23,19,1.21,0.55,0.45
1,3,23,20,1.15,0.56,0.44
1,3,23,21,1.1,0.58,0.42
1,3,23,22,1.05,0.59,0.41
1,3,23,23,1,0.61,0.39
1,3,23,24,0.96,0.62,0.38
1,3,23,25,0.92,0.63,0.37
1,3,23,26,0.88,0.64,0.36
1,3,23,27,0.85,0.65,0.35
1,3,23,28,0.82,0.66,0.34
1,3,23,29,0.79,0.67,0.33
1,3,23,30,0.77,0.68,0.32
1,3,23,31,0.74,0.69,0.31
1,3,23,32,0.72,0.7,0.3
1,3,23,33,0.7,0.71,0.29
1,3,23,34,0.68,0.71,0.29
1,3,24,15,1.6,0.45,0.55
1,3,24,16,1.5,0.47,0.53
1,3,24,17,1.41,0.49,0.51
1,3,24,18,1.33,0.51,0.49
1,3,24,19,1.26,0.53,0.47
1,3,24,20,1.2,0.55,0.45
1,3,24,21,1.14,0.57,0.43
1,3,24,22,1.09,0.58,0.42
1,3,24,23,1.04,0.59,0.41
1,3,24,24,1,0.61,0.39
1,3,24,25,0.96,0.62,0.38
1,3,24,26,0.92,0.63,0.37
1,3,24,27,0.89,0.64,0.36
1,3,24,28,0.86,0.65,0.35
1,3,24,29,0.83,0.66,0.34
1,3,24,30,0.8,0.67,0.33
1,3,24,31,0.77,0.68,0.32
1,3,24,32,0.75,0.69,0.31
1,3,24,33,0.73,0.7,0.3
1,3,24,34,0.71,0.7,0.3
1,3,25,15,1.67,0.44,0.56
1,3,25,16,1.56,0.46,0.54
1,3,25,17,1.47,0.48,0.52
1,3,25,18,1.39,0.5,0.5
1,3,25,19,1.32,0.52,0.48
1,3,25,20,1.25,0.54,0.46
1,3,25,21,1.19,0.55,0.45
1,3,25,22,1.14,0.57,0.43
1,3,25,23,1.09,0.58,0.42
1,3,25,24,1.04,0.59,0.41
1,3,25,25,1,0.61,0.39
1,3,25,26,0.96,0.62,0.38
1,3,25,27,0.93,0.63,0.37
1,3,25,28,0.89,0.64,0.36
1,3,25,29,0.86,0.65,0.35
1,3,25,30,0.83,0.66,0.34
1,3,25,31,0.81,0.67,0.33
1,3,25,32,0.78,0.68,0.32
1,3,25,33,0.76,0.69,0.31
1,3,25,34,0.74,0.69,0.31
1,3,26,15,1.73,0.42,0.58
1,3,26,16,1.63,0.44,0.56
1,3,26,17,1.53,0.47,0.53
1,3,26,18,1.44,0.49,0.51
1,3,26,19,1.37,0.51,0.49
1,3,26,20,1.3,0.52,0.48
1,3,26,21,1.24,0.54,0.46
1,3,26,22,1.18,0.55,0.45
1,3,26,23,1.13,0.57,0.43
1,3,26,24,1.08,0.58,0.42
1,3,26,25,1.04,0.6,0.4
1,3,26,26,1,0.61,0.39
1,3,26,27,0.96,0.62,0.38
1,3,26,28,0.93,0.63,0.37
1,3,26,29,0.9,0.64,0.36
1,3,26,30,0.87,0.65,0.35
1,3,26,31,0.84,0.66,0.34
1,3,26,32,0.81,0.67,0.33
1,3,26,33,0.79,0.67,0.33
1,3,26,34,0.76,0.68,0.32
1,3,27,15,1.8,0.41,0.59
1,3,27,16,1.69,0.43,0.57
1,3,27,17,1.59,0.45,0.55
1,3,27,18,1.5,0.47,0.53
1,3,27,19,1.42,0.49,0.51
1,3,27,20,1.35,0.51,0.49
1,3,27,21,1.29,0.53,0.47
1,3,27,22,1.23,0.54,0.46
1,3,27,23,1.17,0.56,0.44
1,3,27,24,1.13,0.57,0.43
1,3,27,25,1.08,0.58,0.42
1,3,27,26,1.04,0.6,0.4
1,3,27,27,1,0.61,0.39
1,3,27,28,0.96,0.62,0.38
1,3,27,29,0.93,0.63,0.37
1,3,27,30,0.9,0.64,0.36
1,3,27,31,0.87,0.65,0.35
1,3,27,32,0.84,0.66,0.34
1,3,27,33,0.82,0.66,0.34
1,3,27,34,0.79,0.67,0.33
1,3,28,15,1.87,0.39,0.61
1,3,28,16,1.75,0.42,0.58
1,3,28,17,1.65,0.44,0.56
1,3,28,18,1.56,0.46,0.54
1,3,28,19,1.47,0.48,0.52
1,3,28,20,1.4,0.5,0.5
1,3,28,21,1.33,0.51,0.49
1,3,28,22,1.27,0.53,0.47
1,3,28,23,1.22,0.54,0.46
1,3,28,24,1.17,0.56,0.44
1,3,28,25,1.12,0.57,0.43
1,3,28,26,1.08,0.58,0.42
1,3,28,27,1.04,0.6,0.4
1,3,28,28,1,0.61,0.39
1,3,28,29,0.97,0.62,0.38
1,3,28,30,0.93,0.63,0.37
1,3,28,31,0.9,0.64,0.36
1,3,28,32,0.88,0.65,0.35
1,3,28,33,0.85,0.65,0.35
1,3,28,34,0.82,0.66,0.34
1,3,29,15,1.93,0.38,0.62
1,3,29,16,1.81,0.4,0.6
1,3,29,17,1.71,0.43,0.57
1,3,29,18,1.61,0.45,0.55
1,3,29,19,1.53,0.47,0.53
1,3,29,20,1.45,0.48,0.52
1,3,29,21,1.38,0.5,0.5
1,3,29,22,1.32,0.52,0.48
1,3,29,23,1.26,0.53,0.47
1,3,29,24,1.21,0.55,0.45
1,3,29,25,1.16,0.56,0.44
1,3,29,26,1.12,0.57,0.43
1,3,29,27,1.07,0.58,0.42
1,3,29,28,1.04,0.6,0.4
1,3,29,29,1,0.61,0.39
1,3,29,30,0.97,0.62,0.38
1,3,29,31,0.94,0.63,0.37
1,3,29,32,0.91,0.64,0.36
1,3,29,33,0.88,0.64,0.36
1,3,29,34,0.85,0.65,0.35
1,3,30,15,2,0.37,0.63
1,3,30,16,1.88,0.39,0.61
1,3,30,17,1.76,0.41,0.59
1,3,30,18,1.67,0.44,0.56
1,3,30,19,1.58,0.45,0.55
1,3,30,20,1.5,0.47,0.53
1,3,30,21,1.43,0.49,0.51
1,3,30,22,1.36,0.51,0.49
1,3,30,23,1.3,0.52,0.48
1,3,30,24,1.25,0.54,0.46
1,3,30,25,1.2,0.55,0.45
1,3,30,26,1.15,0.56,0.44
1,3,30,27,1.11,0.57,0.43
1,3,30,28,1.07,0.59,0.41
1,3,30,29,1.03,0.6,0.4
1,3,30,30,1,0.61,0.39
1,3,30,31,0.97,0.62,0.38
1,3,30,32,0.94,0.63,0.37
1,3,30,33,0.91,0.64,0.36
1,3,30,34,0.88,0.64,0.36
1,3,31,15,2.07,0.36,0.64
1,3,31,16,1.94,0.38,0.62
1,3,31,17,1.82,0.4,0.6
1,3,31,18,1.72,0.42,0.58
1,3,31,19,1.63,0.44,0.56
1,3,31,20,1.55,0.46,0.54
1,3,31,21,1.48,0.48,0.52
1,3,31,22,1.41,0.49,0.51
1,3,31,23,1.35,0.51,0.49
1,3,31,24,1.29,0.52,0.48
1,3,31,25,1.24,0.54,0.46
1,3,31,26,1.19,0.55,0.45
1,3,31,27,1.15,0.56,0.44
1,3,31,28,1.11,0.58,0.42
1,3,31,29,1.07,0.59,0.41
1,3,31,30,1.03,0.6,0.4
1,3,31,31,1,0.61,0.39
1,3,31,32,0.97,0.62,0.38
1,3,31,33,0.94,0.63,0.37
1,3,31,34,0.91,0.63,0.37
1,3,32,15,2.13,0.34,0.66
1,3,32,16,2,0.37,0.63
1,3,32,17,1.88,0.39,0.61
1,3,32,18,1.78,0.41,0.59
1,3,32,19,1.68,0.43,0.57
1,3,32,20,1.6,0.45,0.55
1,3,32,21,1.52,0.47,0.53
1,3,32,22,1.45,0.48,0.52
1,3,32,23,1.39,0.5,0.5
1,3,32,24,1.33,0.51,0.49
1,3,32,25,1.28,0.53,0.47
1,3,32,26,1.23,0.54,0.46
1,3,32,27,1.19,0.55,0.45
1,3,32,28,1.14,0.57,0.43
1,3,32,29,1.1,0.58,0.42
1,3,32,30,1.07,0.59,0.41
1,3,32,31,1.03,0.6,0.4
1,3,32,32,1,0.61,0.39
1,3,32,33,0.97,0.62,0.38
1,3,32,34,0.94,0.62,0.38
1,3,33,15,2.2,0.33,0.67
1,3,33,16,2.06,0.36,0.64
1,3,33,17,1.94,0.38,0.62
1,3,33,18,1.83,0.4,0.6
1,3,33,19,1.74,0.42,0.58
1,3,33,20,1.65,0.44,0.56
1,3,33,21,1.57,0.46,0.54
1,3,33,22,1.5,0.47,0.53
1,3,33,23,1.43,0.49,0.51
1,3,33,24,1.38,0.5,0.5
1,3,33,25,1.32,0.52,0.48
1,3,33,26,1.27,0.53,0.47
1,3,33,27,1.22,0.54,0.46
1,3,33,28,1.18,0.56,0.44
1,3,33,29,1.14,0.57,0.43
1,3,33,30,1.1,0.58,0.42
1,3,33,31,1.06,0.59,0.41
1,3,33,32,1.03,0.6,0.4
1,3,33,33,1,0.61,0.39
1,3,33,34,0.97,0.62,0.38
1,3,34,15,2.27,0.32,0.68
1,3,34,16,2.13,0.35,0.65
1,3,34,17,2,0.37,0.63
1,3,34,18,1.89,0.39,0.61
1,3,34,19,1.79,0.41,0.59
1,3,34,20,1.7,0.43,0.57
1,3,34,21,1.62,0.45,0.55
1,3,34,22,1.55,0.46,0.54
1,3,34,23,1.48,0.48,0.52
1,3,34,24,1.42,0.49,0.51
1,3,34,25,1.36,0.51,0.49
1,3,34,26,1.31,0.52,0.48
1,3,34,27,1.26,0.53,0.47
1,3,34,28,1.21,0.55,0.45
1,3,34,29,1.17,0.56,0.44
1,3,34,30,1.13,0.57,0.43
1,3,34,31,1.1,0.58,0.42
1,3,34,32,1.06,0.59,0.41
1,3,34,33,1.03,0.6,0.4
1,3,34,34,1,0.61,0.39
1,3,35,15,2.33,0.31,0.69
1,3,35,16,2.19,0.34,0.66
1,3,35,17,2.06,0.36,0.64
1,3,35,18,1.94,0.38,0.62
1,3,35,19,1.84,0.4,0.6
1,3,35,20,1.75,0.42,0.58
1,3,35,21,1.67,0.44,0.56
1,3,35,22,1.59,0.45,0.55
1,3,35,23,1.52,0.47,0.53
1,3,35,24,1.46,0.48,0.52
1,3,35,25,1.4,0.5,0.5
1,3,35,26,1.35,0.51,0.49
1,3,35,27,1.3,0.52,0.48
1,3,35,28,1.25,0.54,0.46
1,3,35,29,1.21,0.55,0.45
1,3,35,30,1.17,0.56,0.44
1,3,35,31,1.13,0.57,0.43
1,3,35,32,1.09,0.58,0.42
1,3,35,33,1.06,0.59,0.41
1,3,35,34,1.03,0.6,0.4
1,3,36,15,2.4,0.3,0.7
1,3,36,16,2.25,0.33,0.67
1,3,36,17,2.12,0.35,0.65
1,3,36,18,2,0.37,0.63
1,3,36,19,1.89,0.39,0.61
1,3,36,20,1.8,0.41,0.59
1,3,36,21,1.71,0.42,0.58
1,3,36,22,1.64,0.44,0.56
1,3,36,23,1.57,0.46,0.54
1,3,36,24,1.5,0.47,0.53
1,3,36,25,1.44,0.49,0.51
1,3,36,26,1.38,0.5,0.5
1,3,36,27,1.33,0.51,0.49
1,3,36,28,1.29,0.53,0.47
1,3,36,29,1.24,0.54,0.46
1,3,36,30,1.2,0.55,0.45
1,3,36,31,1.16,0.56,0.44
1,3,36,32,1.13,0.57,0.43
1,3,36,33,1.09,0.58,0.42
1,3,36,34,1.06,0.59,0.41
1,3,37,15,2.47,0.29,0.71
1,3,37,16,2.31,0.32,0.68
1,3,37,17,2.18,0.34,0.66
1,3,37,18,2.06,0.36,0.64
1,3,37,19,1.95,0.38,0.62
1,3,37,20,1.85,0.4,0.6
1,3,37,21,1.76,0.41,0.59
1,3,37,22,1.68,0.43,0.57
1,3,37,23,1.61,0.45,0.55
1,3,37,24,1.54,0.46,0.54
1,3,37,25,1.48,0.48,0.52
1,3,37,26,1.42,0.49,0.51
1,3,37,27,1.37,0.5,0.5
1,3,37,28,1.32,0.52,0.48
1,3,37,29,1.28,0.53,0.47
1,3,37,30,1.23,0.54,0.46
1,3,37,31,1.19,0.55,0.45
1,3,37,32,1.16,0.56,0.44
1,3,37,33,1.12,0.57,0.43
1,3,37,34,1.09,0.58,0.42
1,3,38,15,2.53,0.28,0.72
1,3,38,16,2.38,0.31,0.69
1,3,38,17,2.24,0.33,0.67
1,3,38,18,2.11,0.35,0.65
1,3,38,19,2,0.37,0.63
1,3,38,20,1.9,0.39,0.61
1,3,38,21,1.81,0.41,0.59
1,3,38,22,1.73,0.42,0.58
1,3,38,23,1.65,0.44,0.56
1,3,38,24,1.58,0.45,0.55
1,3,38,25,1.52,0.47,0.53
1,3,38,26,1.46,0.48,0.52
1,3,38,27,1.41,0.5,0.5
1,3,38,28,1.36,0.51,0.49
1,3,38,29,1.31,0.52,0.48
1,3,38,30,1.27,0.53,0.47
1,3,38,31,1.23,0.54,0.46
1,3,38,32,1.19,0.55,0.45
1,3,38,33,1.15,0.56,0.44
1,3,38,34,1.12,0.57,0.43
1,3,39,15,2.6,0.27,0.73
1,3,39,16,2.44,0.3,0.7
1,3,39,17,2.29,0.32,0.68
1,3,39,18,2.17,0.34,0.66
1,3,39,19,2.05,0.36,0.64
1,3,39,20,1.95,0.38,0.62
1,3,39,21,1.86,0.4,0.6
1,3,39,22,1.77,0.41,0.59
1,3,39,23,1.7,0.43,0.57
1,3,39,24,1.63,0.44,0.56
1,3,39,25,1.56,0.46,0.54
1,3,39,26,1.5,0.47,0.53
1,3,39,27,1.44,0.49,0.51
1,3,39,28,1.39,0.5,0.5
1,3,39,29,1.34,0.51,0.49
1,3,39,30,1.3,0.52,0.48
1,3,39,31,1.26,0.53,0.47
1,3,39,32,1.22,0.54,0.46
1,3,39,33,1.18,0.55,0.45
1,3,39,34,1.15,0.56,0.44
1,3,40,15,2.67,0.26,0.74
1,3,40,16,2.5,0.29,0.71
1,3,40,17,2.35,0.31,0.69
1,3,40,18,2.22,0.33,0.67
1,3,40,19,2.11,0.35,0.65
1,3,40,20,2,0.37,0.63
1,3,40,21,1.9,0.39,0.61
1,3,40,22,1.82,0.4,0.6
1,3,40,23,1.74,0.42,0.58
1,3,40,24,1.67,0.43,0.57
1,3,40,25,1.6,0.45,0.55
1,3,40,26,1.54,0.46,0.54
1,3,40,27,1.48,0.48,0.52
1,3,40,28,1.43,0.49,0.51
1,3,40,29,1.38,0.5,0.5
1,3,40,30,1.33,0.51,0.49
1,3,40,31,1.29,0.52,0.48
1,3,40,32,1.25,0.54,0.46
1,3,40,33,1.21,0.55,0.45
1,3,40,34,1.18,0.56,0.44
1,3,41,15,2.73,0.26,0.74
1,3,41,16,2.56,0.28,0.72
1,3,41,17,2.41,0.3,0.7
1,3,41,18,2.28,0.32,0.68
1,3,41,19,2.16,0.34,0.66
1,3,41,20,2.05,0.36,0.64
1,3,41,21,1.95,0.38,0.62
1,3,41,22,1.86,0.39,0.61
1,3,41,23,1.78,0.41,0.59
1,3,41,24,1.71,0.43,0.57
1,3,41,25,1.64,0.44,0.56
1,3,41,26,1.58,0.45,0.55
1,3,41,27,1.52,0.47,0.53
1,3,41,28,1.46,0.48,0.52
1,3,41,29,1.41,0.49,0.51
1,3,41,30,1.37,0.51,0.49
1,3,41,31,1.32,0.52,0.48
1,3,41,32,1.28,0.53,0.47
1,3,41,33,1.24,0.54,0.46
1,3,41,34,1.21,0.55,0.45
1,3,42,15,2.8,0.25,0.75
1,3,42,16,2.63,0.27,0.73
1,3,42,17,2.47,0.29,0.71
1,3,42,18,2.33,0.31,0.69
1,3,42,19,2.21,0.33,0.67
1,3,42,20,2.1,0.35,0.65
1,3,42,21,2,0.37,0.63
1,3,42,22,1.91,0.39,0.61
1,3,42,23,1.83,0.4,0.6
1,3,42,24,1.75,0.42,0.58
1,3,42,25,1.68,0.43,0.57
1,3,42,26,1.62,0.45,0.55
1,3,42,27,1.56,0.46,0.54
1,3,42,28,1.5,0.47,0.53
1,3,42,29,1.45,0.49,0.51
1,3,42,30,1.4,0.5,0.5
1,3,42,31,1.35,0.51,0.49
1,3,42,32,1.31,0.52,0.48
1,3,42,33,1.27,0.53,0.47
1,3,42,34,1.24,0.54,0.46
1,3,43,15,2.87,0.24,0.76
1,3,43,16,2.69,0.26,0.74
1,3,43,17,2.53,0.28,0.72
1,3,43,18,2.39,0.3,0.7
1,3,43,19,2.26,0.32,0.68
1,3,43,20,2.15,0.34,0.66
1,3,43,21,2.05,0.36,0.64
1,3,43,22,1.95,0.38,0.62
1,3,43,23,1.87,0.39,0.61
1,3,43,24,1.79,0.41,0.59
1,3,43,25,1.72,0.42,0.58
1,3,43,26,1.65,0.44,0.56
1,3,43,27,1.59,0.45,0.55
1,3,43,28,1.54,0.46,0.54
1,3,43,29,1.48,0.48,0.52
1,3,43,30,1.43,0.49,0.51
1,3,43,31,1.39,0.5,0.5
1,3,43,32,1.34,0.51,0.49
1,3,43,33,1.3,0.52,0.48
1,3,43,34,1.26,0.53,0.47
1,3,44,15,2.93,0.23,0.77
1,3,44,16,2.75,0.25,0.75
1,3,44,17,2.59,0.27,0.73
1,3,44,18,2.44,0.3,0.7
1,3,44,19,2.32,0.31,0.69
1,3,44,20,2.2,0.33,0.67
1,3,44,21,2.1,0.35,0.65
1,3,44,22,2,0.37,0.63
1,3,44,23,1.91,0.38,0.62
1,3,44,24,1.83,0.4,0.6
1,3,44,25,1.76,0.42,0.58
1,3,44,26,1.69,0.43,0.57
1,3,44,27,1.63,0.44,0.56
1,3,44,28,1.57,0.46,0.54
1,3,44,29,1.52,0.47,0.53
1,3,44,30,1.47,0.48,0.52
1,3,44,31,1.42,0.49,0.51
1,3,44,32,1.38,0.5,0.5
1,3,44,33,1.33,0.51,0.49
1,3,44,34,1.29,0.52,0.48
1,3,45,15,3,0.22,0.78
1,3,45,16,2.81,0.25,0.75
1,3,45,17,2.65,0.27,0.73
1,3,45,18,2.5,0.29,0.71
1,3,45,19,2.37,0.31,0.69
1,3,45,20,2.25,0.33,0.67
1,3,45,21,2.14,0.34,0.66
1,3,45,22,2.05,0.36,0.64
1,3,45,23,1.96,0.38,0.62
1,3,45,24,1.88,0.39,0.61
1,3,45,25,1.8,0.41,0.59
1,3,45,26,1.73,0.42,0.58
1,3,45,27,1.67,0.43,0.57
1,3,45,28,1.61,0.45,0.55
1,3,45,29,1.55,0.46,0.54
1,3,45,30,1.5,0.47,0.53
1,3,45,31,1.45,0.48,0.52
1,3,45,32,1.41,0.5,0.5
1,3,45,33,1.36,0.51,0.49
1,3,45,34,1.32,0.52,0.48
1,3,46,15,3.07,0.22,0.78
1,3,46,16,2.88,0.24,0.76
1,3,46,17,2.71,0.26,0.74
1,3,46,18,2.56,0.28,0.72
1,3,46,19,2.42,0.3,0.7
1,3,46,20,2.3,0.32,0.68
1,3,46,21,2.19,0.33,0.67
1,3,46,22,2.09,0.35,0.65
1,3,46,23,2,0.37,0.63
1,3,46,24,1.92,0.38,0.62
1,3,46,25,1.84,0.4,0.6
1,3,46,26,1.77,0.41,0.59
1,3,46,27,1.7,0.43,0.57
1,3,46,28,1.64,0.44,0.56
1,3,46,29,1.59,0.45,0.55
1,3,46,30,1.53,0.46,0.54
1,3,46,31,1.48,0.48,0.52
1,3,46,32,1.44,0.49,0.51
1,3,46,33,1.39,0.5,0.5
1,3,46,34,1.35,0.51,0.49
1,3,47,15,3.13,0.21,0.79
1,3,47,16,2.94,0.23,0.77
1,3,47,17,2.76,0.25,0.75
1,3,47,18,2.61,0.27,0.73
1,3,47,19,2.47,0.29,0.71
1,3,47,20,2.35,0.31,0.69
1,3,47,21,2.24,0.33,0.67
1,3,47,22,2.14,0.34,0.66
1,3,47,23,2.04,0.36,0.64
1,3,47,24,1.96,0.38,0.62
1,3,47,25,1.88,0.39,0.61
1,3,47,26,1.81,0.41,0.59
1,3,47,27,1.74,0.42,0.58
1,3,47,28,1.68,0.43,0.57
1,3,47,29,1.62,0.44,0.56
1,3,47,30,1.57,0.46,0.54
1,3,47,31,1.52,0.47,0.53
1,3,47,32,1.47,0.48,0.52
1,3,47,33,1.42,0.49,0.51
1,3,47,34,1.38,0.5,0.5
1,3,48,15,3.2,0.2,0.8
1,3,48,16,3,0.22,0.78
1,3,48,17,2.82,0.24,0.76
1,3,48,18,2.67,0.26,0.74
1,3,48,19,2.53,0.28,0.72
1,3,48,20,2.4,0.3,0.7
1,3,48,21,2.29,0.32,0.68
1,3,48,22,2.18,0.34,0.66
1,3,48,23,2.09,0.35,0.65
1,3,48,24,2,0.37,0.63
1,3,48,25,1.92,0.38,0.62
1,3,48,26,1.85,0.4,0.6
1,3,48,27,1.78,0.41,0.59
1,3,48,28,1.71,0.42,0.58
1,3,48,29,1.66,0.44,0.56
1,3,48,30,1.6,0.45,0.55
1,3,48,31,1.55,0.46,0.54
1,3,48,32,1.5,0.47,0.53
1,3,48,33,1.45,0.48,0.52
1,3,48,34,1.41,0.49,0.51
1,3,49,15,3.27,0.2,0.8
1,3,49,16,3.06,0.22,0.78
1,3,49,17,2.88,0.24,0.76
1,3,49,18,2.72,0.26,0.74
1,3,49,19,2.58,0.28,0.72
1,3,49,20,2.45,0.29,0.71
1,3,49,21,2.33,0.31,0.69
1,3,49,22,2.23,0.33,0.67
1,3,49,23,2.13,0.34,0.66
1,3,49,24,2.04,0.36,0.64
1,3,49,25,1.96,0.38,0.62
1,3,49,26,1.88,0.39,0.61
1,3,49,27,1.81,0.4,0.6
1,3,49,28,1.75,0.42,0.58
1,3,49,29,1.69,0.43,0.57
1,3,49,30,1.63,0.44,0.56
1,3,49,31,1.58,0.45,0.55
1,3,49,32,1.53,0.47,0.53
1,3,49,33,1.48,0.48,0.52
1,3,49,34,1.44,0.49,0.51
1,3,50,15,3.33,0.19,0.81
1,3,50,16,3.13,0.21,0.79
1,3,50,17,2.94,0.23,0.77
1,3,50,18,2.78,0.25,0.75
1,3,50,19,2.63,0.27,0.73
1,3,50,20,2.5,0.29,0.71
1,3,50,21,2.38,0.3,0.7
1,3,50,22,2.27,0.32,0.68
1,3,50,23,2.17,0.34,0.66
1,3,50,24,2.08,0.35,0.65
1,3,50,25,2,0.37,0.63
1,3,50,26,1.92,0.38,0.62
1,3,50,27,1.85,0.4,0.6
1,3,50,28,1.79,0.41,0.59
1,3,50,29,1.72,0.42,0.58
1,3,50,30,1.67,0.43,0.57
1,3,50,31,1.61,0.45,0.55
1,3,50,32,1.56,0.46,0.54
1,3,50,33,1.52,0.47,0.53
1,3,50,34,1.47,0.48,0.52
1,3,51,15,3.4,0.18,0.82
1,3,51,16,3.19,0.2,0.8
1,3,51,17,3,0.22,0.78
1,3,51,18,2.83,0.24,0.76
1,3,51,19,2.68,0.26,0.74
1,3,51,20,2.55,0.28,0.72
1,3,51,21,2.43,0.3,0.7
1,3,51,22,2.32,0.31,0.69
1,3,51,23,2.22,0.33,0.67
1,3,51,24,2.13,0.35,0.65
1,3,51,25,2.04,0.36,0.64
1,3,51,26,1.96,0.38,0.62
1,3,51,27,1.89,0.39,0.61
1,3,51,28,1.82,0.4,0.6
1,3,51,29,1.76,0.42,0.58
1,3,51,30,1.7,0.43,0.57
1,3,51,31,1.65,0.44,0.56
1,3,51,32,1.59,0.45,0.55
1,3,51,33,1.55,0.46,0.54
1,3,51,34,1.5,0.47,0.53
1,3,52,15,3.47,0.18,0.82
