type,lane,d,v,delta_crash,P_lC,P_nlC
3,1,56,16,3.5,0.4,0.6
3,1,56,17,3.29,0.39,0.61
3,1,56,18,3.11,0.37,0.63
3,1,56,19,2.95,0.34,0.66
3,1,56,20,2.8,0.31,0.69
3,1,56,21,2.67,0.28,0.72
3,1,56,22,2.55,0.25,0.75
3,1,56,23,2.43,0.23,0.77
3,1,56,24,2.33,0.2,0.8
3,1,56,25,2.24,0.18,0.82
3,1,56,26,2.15,0.16,0.84
3,1,56,27,2.07,0.14,0.86
3,1,56,28,2,0.13,0.87
3,1,56,29,1.93,0.12,0.88
3,1,56,30,1.87,0.11,0.89
3,1,56,31,1.81,0.1,0.9
3,1,56,32,1.75,0.09,0.91
3,1,56,33,1.7,0.08,0.92
3,1,56,34,1.65,0.07,0.93
3,1,57,15,3.8,0.38,0.62
3,1,57,16,3.56,0.4,0.6
3,1,57,17,3.35,0.39,0.61
3,1,57,18,3.17,0.38,0.62
3,1,57,19,3,0.35,0.65
3,1,57,20,2.85,0.32,0.68
3,1,57,21,2.71,0.29,0.71
3,1,57,22,2.59,0.26,0.74
3,1,57,23,2.48,0.24,0.76
3,1,57,24,2.38,0.21,0.79
3,1,57,25,2.28,0.19,0.81
3,1,57,26,2.19,0.17,0.83
3,1,57,27,2.11,0.15,0.85
3,1,57,28,2.04,0.14,0.86
3,1,57,29,1.97,0.12,0.88
3,1,57,30,1.9,0.11,0.89
3,1,57,31,1.84,0.1,0.9
3,1,57,32,1.78,0.09,0.91
3,1,57,33,1.73,0.08,0.92
3,1,57,34,1.68,0.08,0.92
3,1,58,15,3.87,0.37,0.63
3,1,58,16,3.63,0.4,0.6
3,1,58,17,3.41,0.4,0.6
3,1,58,18,3.22,0.38,0.62
3,1,58,19,3.05,0.36,0.64
3,1,58,20,2.9,0.33,0.67
3,1,58,21,2.76,0.3,0.7
3,1,58,22,2.64,0.27,0.73
3,1,58,23,2.52,0.25,0.75
3,1,58,24,2.42,0.22,0.78
3,1,58,25,2.32,0.2,0.8
3,1,58,26,2.23,0.18,0.82
3,1,58,27,2.15,0.16,0.84
3,1,58,28,2.07,0.14,0.86
3,1,58,29,2,0.13,0.87
3,1,58,30,1.93,0.12,0.88
3,1,58,31,1.87,0.11,0.89
3,1,58,32,1.81,0.1,0.9
3,1,58,33,1.76,0.09,0.91
3,1,58,34,1.71,0.08,0.92
3,1,59,15,3.93,0.36,0.64
3,1,59,16,3.69,0.39,0.61
3,1,59,17,3.47,0.4,0.6
3,1,59,18,3.28,0.39,0.61
3,1,59,19,3.11,0.37,0.63
3,1,59,20,2.95,0.34,0.66
3,1,59,21,2.81,0.31,0.69
3,1,59,22,2.68,0.29,0.71
3,1,59,23,2.57,0.26,0.74
3,1,59,24,2.46,0.23,0.77
3,1,59,25,2.36,0.21,0.79
3,1,59,26,2.27,0.19,0.81
3,1,59,27,2.19,0.17,0.83
3,1,59,28,2.11,0.15,0.85
3,1,59,29,2.03,0.14,0.86
3,1,59,30,1.97,0.12,0.88
3,1,59,31,1.9,0.11,0.89
3,1,59,32,1.84,0.1,0.9
3,1,59,33,1.79,0.09,0.91
3,1,59,34,1.74,0.08,0.92
3,1,60,15,4,0.35,0.65
3,1,60,16,3.75,0.39,0.61
3,1,60,17,3.53,0.4,0.6
3,1,60,18,3.33,0.39,0.61
3,1,60,19,3.16,0.38,0.62
3,1,60,20,3,0.35,0.65
3,1,60,21,2.86,0.32,0.68
3,1,60,22,2.73,0.3,0.7
3,1,60,23,2.61,0.27,0.73
3,1,60,24,2.5,0.24,0.76
3,1,60,25,2.4,0.22,0.78
3,1,60,26,2.31,0.2,0.8
3,1,60,27,2.22,0.18,0.82
3,1,60,28,2.14,0.16,0.84
3,1,60,29,2.07,0.14,0.86
3,1,60,30,2,0.13,0.87
3,1,60,31,1.94,0.12,0.88
3,1,60,32,1.88,0.11,0.89
3,1,60,33,1.82,0.1,0.9
3,1,60,34,1.76,0.09,0.91
3,1,61,15,4.07,0.34,0.66
3,1,61,16,3.81,0.38,0.62
3,1,61,17,3.59,0.4,0.6
3,1,61,18,3.39,0.4,0.6
3,1,61,19,3.21,0.38,0.62
3,1,61,20,3.05,0.36,0.64
3,1,61,21,2.9,0.33,0.67
3,1,61,22,2.77,0.31,0.69
3,1,61,23,2.65,0.28,0.72
3,1,61,24,2.54,0.25,0.75
3,1,61,25,2.44,0.23,0.77
3,1,61,26,2.35,0.21,0.79
3,1,61,27,2.26,0.18,0.82
3,1,61,28,2.18,0.17,0.83
3,1,61,29,2.1,0.15,0.85
3,1,61,30,2.03,0.14,0.86
3,1,61,31,1.97,0.12,0.88
3,1,61,32,1.91,0.11,0.89
3,1,61,33,1.85,0.1,0.9
3,1,61,34,1.79,0.09,0.91
3,1,62,15,4.13,0.33,0.67
3,1,62,16,3.88,0.37,0.63
3,1,62,17,3.65,0.39,0.61
3,1,62,18,3.44,0.4,0.6
3,1,62,19,3.26,0.39,0.61
3,1,62,20,3.1,0.37,0.63
3,1,62,21,2.95,0.34,0.66
3,1,62,22,2.82,0.32,0.68
3,1,62,23,2.7,0.29,0.71
3,1,62,24,2.58,0.26,0.74
3,1,62,25,2.48,0.24,0.76
3,1,62,26,2.38,0.21,0.79
3,1,62,27,2.3,0.19,0.81
3,1,62,28,2.21,0.17,0.83
3,1,62,29,2.14,0.16,0.84
3,1,62,30,2.07,0.14,0.86
3,1,62,31,2,0.13,0.87
3,1,62,32,1.94,0.12,0.88
3,1,62,33,1.88,0.11,0.89
3,1,62,34,1.82,0.1,0.9
3,1,63,15,4.2,0.31,0.69
3,1,63,16,3.94,0.36,0.64
3,1,63,17,3.71,0.39,0.61
3,1,63,18,3.5,0.4,0.6
3,1,63,19,3.32,0.39,0.61
3,1,63,20,3.15,0.38,0.62
3,1,63,21,3,0.35,0.65
3,1,63,22,2.86,0.33,0.67
3,1,63,23,2.74,0.3,0.7
3,1,63,24,2.63,0.27,0.73
3,1,63,25,2.52,0.25,0.75
3,1,63,26,2.42,0.22,0.78
3,1,63,27,2.33,0.2,0.8
3,1,63,28,2.25,0.18,0.82
3,1,63,29,2.17,0.17,0.83
3,1,63,30,2.1,0.15,0.85
3,1,63,31,2.03,0.14,0.86
3,1,63,32,1.97,0.12,0.88
3,1,63,33,1.91,0.11,0.89
3,1,63,34,1.85,0.1,0.9
3,1,64,15,4.27,0.3,0.7
3,1,64,16,4,0.35,0.65
3,1,64,17,3.76,0.39,0.61
3,1,64,18,3.56,0.4,0.6
3,1,64,19,3.37,0.4,0.6
3,1,64,20,3.2,0.38,0.62
3,1,64,21,3.05,0.36,0.64
3,1,64,22,2.91,0.34,0.66
3,1,64,23,2.78,0.31,0.69
3,1,64,24,2.67,0.28,0.72
3,1,64,25,2.56,0.26,0.74
3,1,64,26,2.46,0.23,0.77
3,1,64,27,2.37,0.21,0.79
3,1,64,28,2.29,0.19,0.81
3,1,64,29,2.21,0.17,0.83
3,1,64,30,2.13,0.16,0.84
3,1,64,31,2.06,0.14,0.86
3,1,64,32,2,0.13,0.87
3,1,64,33,1.94,0.12,0.88
3,1,64,34,1.88,0.11,0.89
3,1,65,15,4.33,0.28,0.72
3,1,65,16,4.06,0.34,0.66
3,1,65,17,3.82,0.38,0.62
3,1,65,18,3.61,0.4,0.6
3,1,65,19,3.42,0.4,0.6
3,1,65,20,3.25,0.39,0.61
3,1,65,21,3.1,0.37,0.63
3,1,65,22,2.95,0.34,0.66
3,1,65,23,2.83,0.32,0.68
3,1,65,24,2.71,0.29,0.71
3,1,65,25,2.6,0.27,0.73
3,1,65,26,2.5,0.24,0.76
3,1,65,27,2.41,0.22,0.78
3,1,65,28,2.32,0.2,0.8
3,1,65,29,2.24,0.18,0.82
3,1,65,30,2.17,0.16,0.84
3,1,65,31,2.1,0.15,0.85
3,1,65,32,2.03,0.14,0.86
3,1,65,33,1.97,0.12,0.88
3,1,65,34,1.91,0.11,0.89
3,1,66,15,4.4,0.27,0.73
3,1,66,16,4.13,0.33,0.67
3,1,66,17,3.88,0.37,0.63
3,1,66,18,3.67,0.39,0.61
3,1,66,19,3.47,0.4,0.6
3,1,66,20,3.3,0.39,0.61
3,1,66,21,3.14,0.37,0.63
3,1,66,22,3,0.35,0.65
3,1,66,23,2.87,0.33,0.67
3,1,66,24,2.75,0.3,0.7
3,1,66,25,2.64,0.28,0.72
3,1,66,26,2.54,0.25,0.75
3,1,66,27,2.44,0.23,0.77
3,1,66,28,2.36,0.21,0.79
3,1,66,29,2.28,0.19,0.81
3,1,66,30,2.2,0.17,0.83
3,1,66,31,2.13,0.16,0.84
3,1,66,32,2.06,0.14,0.86
3,1,66,33,2,0.13,0.87
3,1,66,34,1.94,0.12,0.88
3,1,67,15,4.47,0.25,0.75
3,1,67,16,4.19,0.31,0.69
3,1,67,17,3.94,0.36,0.64
3,1,67,18,3.72,0.39,0.61
3,1,67,19,3.53,0.4,0.6
3,1,67,20,3.35,0.39,0.61
3,1,67,21,3.19,0.38,0.62
3,1,67,22,3.05,0.36,0.64
3,1,67,23,2.91,0.34,0.66
3,1,67,24,2.79,0.31,0.69
3,1,67,25,2.68,0.29,0.71
3,1,67,26,2.58,0.26,0.74
3,1,67,27,2.48,0.24,0.76
3,1,67,28,2.39,0.22,0.78
3,1,67,29,2.31,0.2,0.8
3,1,67,30,2.23,0.18,0.82
3,1,67,31,2.16,0.16,0.84
3,1,67,32,2.09,0.15,0.85
3,1,67,33,2.03,0.14,0.86
3,1,67,34,1.97,0.12,0.88
3,1,68,15,4.53,0.23,0.77
3,1,68,16,4.25,0.3,0.7
3,1,68,17,4,0.35,0.65
3,1,68,18,3.78,0.38,0.62
3,1,68,19,3.58,0.4,0.6
3,1,68,20,3.4,0.4,0.6
3,1,68,21,3.24,0.39,0.61
3,1,68,22,3.09,0.37,0.63
3,1,68,23,2.96,0.34,0.66
3,1,68,24,2.83,0.32,0.68
3,1,68,25,2.72,0.29,0.71
3,1,68,26,2.62,0.27,0.73
3,1,68,27,2.52,0.25,0.75
3,1,68,28,2.43,0.22,0.78
3,1,68,29,2.34,0.2,0.8
3,1,68,30,2.27,0.19,0.81
3,1,68,31,2.19,0.17,0.83
3,1,68,32,2.13,0.16,0.84
3,1,68,33,2.06,0.14,0.86
3,1,68,34,2,0.13,0.87
3,1,69,15,4.6,0.22,0.78
3,1,69,16,4.31,0.29,0.71
3,1,69,17,4.06,0.34,0.66
3,1,69,18,3.83,0.38,0.62
3,1,69,19,3.63,0.4,0.6
3,1,69,20,3.45,0.4,0.6
3,1,69,21,3.29,0.39,0.61
3,1,69,22,3.14,0.37,0.63
3,1,69,23,3,0.35,0.65
3,1,69,24,2.88,0.33,0.67
3,1,69,25,2.76,0.3,0.7
3,1,69,26,2.65,0.28,0.72
3,1,69,27,2.56,0.26,0.74
3,1,69,28,2.46,0.23,0.77
3,1,69,29,2.38,0.21,0.79
3,1,69,30,2.3,0.19,0.81
3,1,69,31,2.23,0.18,0.82
3,1,69,32,2.16,0.16,0.84
3,1,69,33,2.09,0.15,0.85
3,1,69,34,2.03,0.14,0.86
3,1,70,15,4.67,0.2,0.8
3,1,70,16,4.38,0.27,0.73
3,1,70,17,4.12,0.33,0.67
3,1,70,18,3.89,0.37,0.63
3,1,70,19,3.68,0.39,0.61
3,1,70,20,3.5,0.4,0.6
3,1,70,21,3.33,0.39,0.61
3,1,70,22,3.18,0.38,0.62
3,1,70,23,3.04,0.36,0.64
3,1,70,24,2.92,0.34,0.66
3,1,70,25,2.8,0.31,0.69
3,1,70,26,2.69,0.29,0.71
3,1,70,27,2.59,0.26,0.74
3,1,70,28,2.5,0.24,0.76
3,1,70,29,2.41,0.22,0.78
3,1,70,30,2.33,0.2,0.8
3,1,70,31,2.26,0.18,0.82
3,1,70,32,2.19,0.17,0.83
3,1,70,33,2.12,0.15,0.85
3,1,70,34,2.06,0.14,0.86
3,1,71,15,4.73,0.19,0.81
3,1,71,16,4.44,0.26,0.74
3,1,71,17,4.18,0.32,0.68
3,1,71,18,3.94,0.36,0.64
3,1,71,19,3.74,0.39,0.61
3,1,71,20,3.55,0.4,0.6
3,1,71,21,3.38,0.4,0.6
3,1,71,22,3.23,0.38,0.62
3,1,71,23,3.09,0.37,0.63
3,1,71,24,2.96,0.34,0.66
3,1,71,25,2.84,0.32,0.68
3,1,71,26,2.73,0.3,0.7
3,1,71,27,2.63,0.27,0.73
3,1,71,28,2.54,0.25,0.75
3,1,71,29,2.45,0.23,0.77
3,1,71,30,2.37,0.21,0.79
3,1,71,31,2.29,0.19,0.81
3,1,71,32,2.22,0.18,0.82
3,1,71,33,2.15,0.16,0.84
3,1,71,34,2.09,0.15,0.85
3,1,72,15,4.8,0.17,0.83
3,1,72,16,4.5,0.24,0.76
3,1,72,17,4.24,0.3,0.7
3,1,72,18,4,0.35,0.65
3,1,72,19,3.79,0.38,0.62
3,1,72,20,3.6,0.4,0.6
3,1,72,21,3.43,0.4,0.6
3,1,72,22,3.27,0.39,0.61
3,1,72,23,3.13,0.37,0.63
3,1,72,24,3,0.35,0.65
3,1,72,25,2.88,0.33,0.67
3,1,72,26,2.77,0.31,0.69
3,1,72,27,2.67,0.28,0.72
3,1,72,28,2.57,0.26,0.74
3,1,72,29,2.48,0.24,0.76
3,1,72,30,2.4,0.22,0.78
3,1,72,31,2.32,0.2,0.8
3,1,72,32,2.25,0.18,0.82
3,1,72,33,2.18,0.17,0.83
3,1,72,34,2.12,0.15,0.85
3,1,73,15,4.87,0.16,0.84
3,1,73,16,4.56,0.23,0.77
3,1,73,17,4.29,0.29,0.71
3,1,73,18,4.06,0.34,0.66
3,1,73,19,3.84,0.38,0.62
3,1,73,20,3.65,0.39,0.61
3,1,73,21,3.48,0.4,0.6
3,1,73,22,3.32,0.39,0.61
3,1,73,23,3.17,0.38,0.62
3,1,73,24,3.04,0.36,0.64
3,1,73,25,2.92,0.34,0.66
3,1,73,26,2.81,0.31,0.69
3,1,73,27,2.7,0.29,0.71
3,1,73,28,2.61,0.27,0.73
3,1,73,29,2.52,0.25,0.75
3,1,73,30,2.43,0.23,0.77
3,1,73,31,2.35,0.21,0.79
3,1,73,32,2.28,0.19,0.81
3,1,73,33,2.21,0.17,0.83
3,1,73,34,2.15,0.16,0.84
3,1,74,15,4.93,0.14,0.86
3,1,74,16,4.63,0.21,0.79
3,1,74,17,4.35,0.28,0.72
3,1,74,18,4.11,0.33,0.67
3,1,74,19,3.89,0.37,0.63
3,1,74,20,3.7,0.39,0.61
3,1,74,21,3.52,0.4,0.6
3,1,74,22,3.36,0.4,0.6
3,1,74,23,3.22,0.38,0.62
3,1,74,24,3.08,0.37,0.63
3,1,74,25,2.96,0.34,0.66
3,1,74,26,2.85,0.32,0.68
3,1,74,27,2.74,0.3,0.7
3,1,74,28,2.64,0.28,0.72
3,1,74,29,2.55,0.25,0.75
3,1,74,30,2.47,0.23,0.77
3,1,74,31,2.39,0.21,0.79
3,1,74,32,2.31,0.2,0.8
3,1,74,33,2.24,0.18,0.82
3,1,74,34,2.18,0.17,0.83
3,1,75,15,5,0.13,0.87
3,1,75,16,4.69,0.2,0.8
3,1,75,17,4.41,0.26,0.74
3,1,75,18,4.17,0.32,0.68
3,1,75,19,3.95,0.36,0.64
3,1,75,20,3.75,0.39,0.61
3,1,75,21,3.57,0.4,0.6
3,1,75,22,3.41,0.4,0.6
3,1,75,23,3.26,0.39,0.61
3,1,75,24,3.13,0.37,0.63
3,1,75,25,3,0.35,0.65
3,1,75,26,2.88,0.33,0.67
3,1,75,27,2.78,0.31,0.69
3,1,75,28,2.68,0.28,0.72
3,1,75,29,2.59,0.26,0.74
3,1,75,30,2.5,0.24,0.76
3,1,75,31,2.42,0.22,0.78
3,1,75,32,2.34,0.2,0.8
3,1,75,33,2.27,0.19,0.81
3,1,75,34,2.21,0.17,0.83
3,1,76,15,5.07,0.12,0.88
3,1,76,16,4.75,0.18,0.82
3,1,76,17,4.47,0.25,0.75
3,1,76,18,4.22,0.31,0.69
3,1,76,19,4,0.35,0.65
3,1,76,20,3.8,0.38,0.62
3,1,76,21,3.62,0.4,0.6
3,1,76,22,3.45,0.4,0.6
3,1,76,23,3.3,0.39,0.61
3,1,76,24,3.17,0.38,0.62
3,1,76,25,3.04,0.36,0.64
3,1,76,26,2.92,0.34,0.66
3,1,76,27,2.81,0.32,0.68
3,1,76,28,2.71,0.29,0.71
3,1,76,29,2.62,0.27,0.73
3,1,76,30,2.53,0.25,0.75
3,1,76,31,2.45,0.23,0.77
3,1,76,32,2.38,0.21,0.79
3,1,76,33,2.3,0.19,0.81
3,1,76,34,2.24,0.18,0.82
3,1,77,15,5.13,0.11,0.89
3,1,77,16,4.81,0.17,0.83
3,1,77,17,4.53,0.23,0.77
3,1,77,18,4.28,0.29,0.71
3,1,77,19,4.05,0.34,0.66
3,1,77,20,3.85,0.38,0.62
3,1,77,21,3.67,0.39,0.61
3,1,77,22,3.5,0.4,0.6
3,1,77,23,3.35,0.39,0.61
3,1,77,24,3.21,0.38,0.62
3,1,77,25,3.08,0.37,0.63
3,1,77,26,2.96,0.35,0.65
3,1,77,27,2.85,0.32,0.68
3,1,77,28,2.75,0.3,0.7
3,1,77,29,2.66,0.28,0.72
3,1,77,30,2.57,0.26,0.74
3,1,77,31,2.48,0.24,0.76
3,1,77,32,2.41,0.22,0.78
3,1,77,33,2.33,0.2,0.8
3,1,77,34,2.26,0.19,0.81
3,1,78,15,5.2,0.09,0.91
3,1,78,16,4.88,0.16,0.84
3,1,78,17,4.59,0.22,0.78
3,1,78,18,4.33,0.28,0.72
3,1,78,19,4.11,0.33,0.67
3,1,78,20,3.9,0.37,0.63
3,1,78,21,3.71,0.39,0.61
3,1,78,22,3.55,0.4,0.6
3,1,78,23,3.39,0.4,0.6
3,1,78,24,3.25,0.39,0.61
3,1,78,25,3.12,0.37,0.63
3,1,78,26,3,0.35,0.65
3,1,78,27,2.89,0.33,0.67
3,1,78,28,2.79,0.31,0.69
3,1,78,29,2.69,0.29,0.71
3,1,78,30,2.6,0.27,0.73
3,1,78,31,2.52,0.25,0.75
3,1,78,32,2.44,0.23,0.77
3,1,78,33,2.36,0.21,0.79
3,1,78,34,2.29,0.19,0.81
3,1,79,15,5.27,0.08,0.92
3,1,79,16,4.94,0.14,0.86
3,1,79,17,4.65,0.21,0.79
3,1,79,18,4.39,0.27,0.73
3,1,79,19,4.16,0.32,0.68
3,1,79,20,3.95,0.36,0.64
3,1,79,21,3.76,0.39,0.61
3,1,79,22,3.59,0.4,0.6
3,1,79,23,3.43,0.4,0.6
3,1,79,24,3.29,0.39,0.61
3,1,79,25,3.16,0.38,0.62
3,1,79,26,3.04,0.36,0.64
3,1,79,27,2.93,0.34,0.66
3,1,79,28,2.82,0.32,0.68
3,1,79,29,2.72,0.3,0.7
3,1,79,30,2.63,0.27,0.73
3,1,79,31,2.55,0.25,0.75
3,1,79,32,2.47,0.23,0.77
3,1,79,33,2.39,0.22,0.78
3,1,79,34,2.32,0.2,0.8
3,1,80,15,5.33,0.07,0.93
3,1,80,16,5,0.13,0.87
3,1,80,17,4.71,0.19,0.81
3,1,80,18,4.44,0.26,0.74
3,1,80,19,4.21,0.31,0.69
3,1,80,20,4,0.35,0.65
3,1,80,21,3.81,0.38,0.62
3,1,80,22,3.64,0.4,0.6
3,1,80,23,3.48,0.4,0.6
3,1,80,24,3.33,0.39,0.61
3,1,80,25,3.2,0.38,0.62
3,1,80,26,3.08,0.36,0.64
3,1,80,27,2.96,0.35,0.65
3,1,80,28,2.86,0.32,0.68
3,1,80,29,2.76,0.3,0.7
3,1,80,30,2.67,0.28,0.72
3,1,80,31,2.58,0.26,0.74
3,1,80,32,2.5,0.24,0.76
3,1,80,33,2.42,0.22,0.78
3,1,80,34,2.35,0.21,0.79
