o_lane,d,vi1,vi2,Acc?,delta_x1,vf1,delta_x2,delta_t
1,8,24,17,1,232,27,153,9
1,9,24,17,1,232,27,153,9
1,10,24,17,1,232,27,153,9
1,1,25,17,1,240,28,153,9
1,2,25,17,1,240,28,153,9
1,3,25,17,1,240,28,153,9
1,4,25,17,1,240,28,153,9
1,5,25,17,1,240,28,153,9
1,6,25,17,1,240,28,153,9
1,7,25,17,1,240,28,153,9
1,8,25,17,1,240,28,153,9
1,9,25,17,1,240,28,153,9
1,10,25,17,1,240,28,153,9
1,1,26,17,1,248,28,153,9
1,2,26,17,1,248,28,153,9
1,3,26,17,1,248,28,153,9
1,4,26,17,1,248,28,153,9
1,5,26,17,1,248,28,153,9
1,6,26,17,1,248,28,153,9
1,7,26,17,1,248,28,153,9
1,8,26,17,1,248,28,153,9
1,9,26,17,1,248,28,153,9
1,10,26,17,1,248,28,153,9
1,1,27,17,1,257,29,153,9
1,2,27,17,1,257,29,153,9
1,3,27,17,1,257,29,153,9
1,4,27,17,1,257,29,153,9
1,5,27,17,1,257,29,153,9
1,6,27,17,1,257,29,153,9
1,7,27,17,1,257,29,153,9
1,8,27,17,1,257,29,153,9
1,9,27,17,1,257,29,153,9
1,10,27,17,1,257,29,153,9
1,1,28,17,1,265,30,153,9
1,2,28,17,1,265,30,153,9
1,3,28,17,1,265,30,153,9
1,4,28,17,1,265,30,153,9
1,5,28,17,1,265,30,153,9
1,6,28,17,1,265,30,153,9
1,7,28,17,1,265,30,153,9
1,8,28,17,1,265,30,153,9
1,9,28,17,1,265,30,153,9
1,10,28,17,1,265,30,153,9
1,1,29,17,1,275,31,153,9
1,2,29,17,1,274,31,153,9
1,3,29,17,1,274,31,153,9
1,4,29,17,1,274,31,153,9
1,5,29,17,1,274,31,153,9
1,6,29,17,1,274,31,153,9
1,7,29,17,1,274,31,153,9
1,8,29,17,1,274,31,153,9
1,9,29,17,1,274,31,153,9
1,10,29,17,1,274,31,153,9
1,1,30,17,1,284,32,153,9
1,2,30,17,1,282,32,153,9
1,3,30,17,1,282,32,153,9
1,4,30,17,1,282,32,153,9
1,5,30,17,1,282,32,153,9
1,6,30,17,1,282,32,153,9
1,7,30,17,1,282,32,153,9
1,8,30,17,1,282,32,153,9
1,9,30,17,1,282,32,153,9
1,10,30,17,1,282,32,153,9
1,1,31,17,1,292,33,153,9
1,2,31,17,1,292,33,153,9
1,3,31,17,1,291,33,153,9
1,4,31,17,1,291,33,153,9
1,5,31,17,1,291,33,153,9
1,6,31,17,1,291,33,153,9
1,7,31,17,1,291,33,153,9
1,8,31,17,1,291,33,153,9
1,9,31,17,1,291,33,153,9
1,10,31,17,1,291,33,153,9
1,1,32,17,1,301,34,153,9
1,2,32,17,1,301,34,153,9
1,3,32,17,1,300,34,153,9
1,4,32,17,1,300,34,153,9
1,5,32,17,1,300,34,153,9
1,6,32,17,1,300,34,153,9
1,7,32,17,1,300,34,153,9
1,8,32,17,1,300,34,153,9
1,9,32,17,1,300,34,153,9
1,10,32,17,1,300,34,153,9
1,1,33,17,1,305,34,153,9
1,2,33,17,1,305,34,153,9
1,3,33,17,1,305,34,153,9
1,4,33,17,1,305,34,153,9
1,5,33,17,1,305,34,153,9
1,6,33,17,1,305,34,153,9
1,7,33,17,1,305,34,153,9
1,8,33,17,1,305,34,153,9
1,9,33,17,1,305,34,153,9
1,10,33,17,1,305,34,153,9
1,1,34,17,1,306,34,153,9
1,2,34,17,1,306,34,153,9
1,3,34,17,1,306,34,153,9
1,4,34,17,1,306,34,153,9
1,5,34,17,1,306,34,153,9
1,6,34,17,1,306,34,153,9
1,7,34,17,1,306,34,153,9
1,8,34,17,1,306,34,153,9
1,9,34,17,1,306,34,153,9
1,10,34,17,1,306,34,153,9
1,1,15,18,0,159,19,162,9
1,2,15,18,0,159,19,162,9
1,3,15,18,0,159,19,162,9
1,4,15,18,0,159,19,162,9
1,5,15,18,0,159,19,162,9
1,6,15,18,0,159,19,162,9
1,7,15,18,0,159,19,162,9
1,8,15,18,0,159,19,162,9
1,9,15,18,0,159,19,162,9
1,10,15,18,0,159,19,162,9
1,1,16,18,0,167,20,162,9
1,2,16,18,0,167,20,162,9
1,3,16,18,0,167,20,162,9
1,4,16,18,0,167,20,162,9
1,5,16,18,0,167,20,162,9
1,6,16,18,0,167,20,162,9
1,7,16,18,0,167,20,162,9
1,8,16,18,0,167,20,162,9
1,9,16,18,0,167,20,162,9
1,10,16,18,0,167,20,162,9
1,1,17,18,0,175,21,162,9
1,2,17,18,0,175,21,162,9
1,3,17,18,0,175,21,162,9
1,4,17,18,0,175,21,162,9
1,5,17,18,0,175,21,162,9
1,6,17,18,0,175,21,162,9
1,7,17,18,0,175,21,162,9
1,8,17,18,0,175,21,162,9
1,9,17,18,0,175,21,162,9
1,10,17,18,0,175,21,162,9
1,1,18,18,1,183,22,162,9
1,2,18,18,0,183,22,162,9
1,3,18,18,0,183,22,162,9
1,4,18,18,0,183,22,162,9
1,5,18,18,0,183,22,162,9
1,6,18,18,0,183,22,162,9
1,7,18,18,0,183,22,162,9
1,8,18,18,0,183,22,162,9
1,9,18,18,0,183,22,162,9
1,10,18,18,0,183,22,162,9
1,1,19,18,1,191,22,162,9
1,2,19,18,1,191,22,162,9
1,3,19,18,1,191,22,162,9
1,4,19,18,0,191,22,162,9
1,5,19,18,0,191,22,162,9
1,6,19,18,0,191,22,162,9
1,7,19,18,0,191,22,162,9
1,8,19,18,0,191,22,162,9
1,9,19,18,0,191,22,162,9
1,10,19,18,0,191,22,162,9
1,1,20,18,1,199,23,162,9
1,2,20,18,1,199,23,162,9
1,3,20,18,1,199,23,162,9
1,4,20,18,1,199,23,162,9
1,5,20,18,1,199,23,162,9
1,6,20,18,0,199,23,162,9
1,7,20,18,0,199,23,162,9
1,8,20,18,0,199,23,162,9
1,9,20,18,0,199,23,162,9
1,10,20,18,0,199,23,162,9
1,1,21,18,1,207,24,162,9
1,2,21,18,1,207,24,162,9
1,3,21,18,1,207,24,162,9
1,4,21,18,1,207,24,162,9
1,5,21,18,1,207,24,162,9
1,6,21,18,1,207,24,162,9
1,7,21,18,1,207,24,162,9
1,8,21,18,0,207,24,162,9
1,9,21,18,0,207,24,162,9
1,10,21,18,0,207,24,162,9
1,1,22,18,1,215,25,162,9
1,2,22,18,1,215,25,162,9
1,3,22,18,1,215,25,162,9
1,4,22,18,1,215,25,162,9
1,5,22,18,1,215,25,162,9
1,6,22,18,1,215,25,162,9
1,7,22,18,1,215,25,162,9
1,8,22,18,1,215,25,162,9
1,9,22,18,1,215,25,162,9
1,10,22,18,0,215,25,162,9
1,1,23,18,1,223,26,162,9
1,2,23,18,1,223,26,162,9
1,3,23,18,1,223,26,162,9
1,4,23,18,1,223,26,162,9
1,5,23,18,1,223,26,162,9
1,6,23,18,1,223,26,162,9
1,7,23,18,1,223,26,162,9
1,8,23,18,1,223,26,162,9
1,9,23,18,1,223,26,162,9
1,10,23,18,1,223,26,162,9
1,1,24,18,1,232,27,162,9
1,2,24,18,1,232,27,162,9
1,3,24,18,1,232,27,162,9
1,4,24,18,1,232,27,162,9
1,5,24,18,1,232,27,162,9
1,6,24,18,1,232,27,162,9
1,7,24,18,1,232,27,162,9
1,8,24,18,1,232,27,162,9
1,9,24,18,1,232,27,162,9
1,10,24,18,1,232,27,162,9
1,1,25,18,1,240,28,162,9
1,2,25,18,1,240,28,162,9
1,3,25,18,1,240,28,162,9
1,4,25,18,1,240,28,162,9
1,5,25,18,1,240,28,162,9
1,6,25,18,1,240,28,162,9
1,7,25,18,1,240,28,162,9
1,8,25,18,1,240,28,162,9
1,9,25,18,1,240,28,162,9
1,10,25,18,1,240,28,162,9
1,1,26,18,1,248,28,162,9
1,2,26,18,1,248,28,162,9
1,3,26,18,1,248,28,162,9
1,4,26,18,1,248,28,162,9
1,5,26,18,1,248,28,162,9
1,6,26,18,1,248,28,162,9
1,7,26,18,1,248,28,162,9
1,8,26,18,1,248,28,162,9
1,9,26,18,1,248,28,162,9
1,10,26,18,1,248,28,162,9
1,1,27,18,1,257,29,162,9
1,2,27,18,1,257,29,162,9
1,3,27,18,1,257,29,162,9
1,4,27,18,1,257,29,162,9
1,5,27,18,1,257,29,162,9
1,6,27,18,1,257,29,162,9
1,7,27,18,1,257,29,162,9
1,8,27,18,1,257,29,162,9
1,9,27,18,1,257,29,162,9
1,10,27,18,1,257,29,162,9
1,1,28,18,1,265,30,162,9
1,2,28,18,1,265,30,162,9
1,3,28,18,1,265,30,162,9
1,4,28,18,1,265,30,162,9
1,5,28,18,1,265,30,162,9
1,6,28,18,1,265,30,162,9
1,7,28,18,1,265,30,162,9
1,8,28,18,1,265,30,162,9
1,9,28,18,1,265,30,162,9
1,10,28,18,1,265,30,162,9
1,1,29,18,1,274,31,162,9
1,2,29,18,1,274,31,162,9
1,3,29,18,1,274,31,162,9
1,4,29,18,1,274,31,162,9
1,5,29,18,1,274,31,162,9
1,6,29,18,1,274,31,162,9
1,7,29,18,1,274,31,162,9
1,8,29,18,1,274,31,162,9
1,9,29,18,1,274,31,162,9
1,10,29,18,1,274,31,162,9
1,1,30,18,1,284,32,162,9
1,2,30,18,1,282,32,162,9
1,3,30,18,1,282,32,162,9
1,4,30,18,1,282,32,162,9
1,5,30,18,1,282,32,162,9
1,6,30,18,1,282,32,162,9
1,7,30,18,1,282,32,162,9
1,8,30,18,1,282,32,162,9
1,9,30,18,1,282,32,162,9
1,10,30,18,1,282,32,162,9
1,1,31,18,1,292,33,162,9
1,2,31,18,1,291,33,162,9
1,3,31,18,1,291,33,162,9
1,4,31,18,1,291,33,162,9
1,5,31,18,1,291,33,162,9
1,6,31,18,1,291,33,162,9
1,7,31,18,1,291,33,162,9
1,8,31,18,1,291,33,162,9
1,9,31,18,1,291,33,162,9
1,10,31,18,1,291,33,162,9
